group,monitor,aqs_site_id,county,row_type,row,health_effects,period,period_start,period_end,value_shown,statistic,mean_ppb,screening_level_ppb,n_samples,n_weeks,coverage,coverage_flag,design_value,naaqs,dv_method,data_cutoff
Other Health Risks,Galena Park A1667 [53] [72] POC 6,48-201-0057,Harris,pollutant,n-Hexane,Nervous,2023,2023-01-01,2023-12-31,0.0038,mean ÷ screening level,0.79467,207.10722,7509.0,,0.85719,,,,,2026-08-11
Other Health Risks,Galena Park A1667 [53] [72] POC 6,48-201-0057,Harris,pollutant,n-Hexane,Nervous,2024,2024-01-01,2024-12-31,0.0051,mean ÷ screening level,1.05639,207.10722,7410.0,,0.84358,,,,,2026-08-11
Other Health Risks,Galena Park A1667 [53] [72] POC 6,48-201-0057,Harris,pollutant,n-Hexane,Nervous,2025,2025-01-01,2025-12-31,0.0054,mean ÷ screening level,1.12371,207.10722,7166.0,,0.81804,,,,,2026-08-11
Other Health Risks,Galena Park A1667 [53] [72] POC 6,48-201-0057,Harris,pollutant,n-Hexane,Nervous,2026 YTD,2026-01-01,2026-08-11,0.0052,mean ÷ screening level,1.0674,207.10722,4451.0,,0.83165,,,,,2026-08-11
Other Health Risks,Galena Park A1667 [53] [72] POC 6,48-201-0057,Harris,pollutant,n-Hexane,Nervous,Aug 2026,2026-08-01,2026-08-31,0.0059,mean of weekly means ÷ screening level,1.2298,207.10722,151.0,1.0,0.89881,,,,,2026-08-11
Other Health Risks,Galena Park A1667 [53] [72] POC 6,48-201-0057,Harris,pollutant,n-Hexane,Nervous,Last 365 Days,2025-08-11,2026-08-11,0.0056,mean ÷ screening level,1.15587,207.10722,7263.0,,0.82684,,,,,2026-08-11
Other Health Risks,Galena Park A1667 [53] [72] POC 6,48-201-0057,Harris,pollutant,o-Xylene,Nervous,2023,2023-01-01,2023-12-31,0.0047,mean ÷ screening level,0.10786,23.03,7539.0,,0.86062,,,,,2026-08-11
Other Health Risks,Galena Park A1667 [53] [72] POC 6,48-201-0057,Harris,pollutant,o-Xylene,Nervous,2024,2024-01-01,2024-12-31,0.0052,mean ÷ screening level,0.11986,23.03,7410.0,,0.84358,,,,,2026-08-11
Other Health Risks,Galena Park A1667 [53] [72] POC 6,48-201-0057,Harris,pollutant,o-Xylene,Nervous,2025,2025-01-01,2025-12-31,0.0043,mean ÷ screening level,0.09839,23.03,7177.0,,0.81929,,,,,2026-08-11
Other Health Risks,Galena Park A1667 [53] [72] POC 6,48-201-0057,Harris,pollutant,o-Xylene,Nervous,2026 YTD,2026-01-01,2026-08-11,0.0042,mean ÷ screening level,0.09592,23.03,4451.0,,0.83165,,,,,2026-08-11
Other Health Risks,Galena Park A1667 [53] [72] POC 6,48-201-0057,Harris,pollutant,o-Xylene,Nervous,Aug 2026,2026-08-01,2026-08-31,0.0033,mean of weekly means ÷ screening level,0.07689,23.03,151.0,1.0,0.89881,,,,,2026-08-11
Other Health Risks,Galena Park A1667 [53] [72] POC 6,48-201-0057,Harris,pollutant,o-Xylene,Nervous,Last 365 Days,2025-08-11,2026-08-11,0.0043,mean ÷ screening level,0.09865,23.03,7274.0,,0.8281,,,,,2026-08-11
Other Health Risks,Galena Park A1667 [53] [72] POC 6,48-201-0057,Harris,pollutant,p-Xylene + m-Xylene,Nervous,2023,2023-01-01,2023-12-31,0.013,mean ÷ screening level,0.30014,23.03127,7539.0,,0.86062,,,,,2026-08-11
Other Health Risks,Galena Park A1667 [53] [72] POC 6,48-201-0057,Harris,pollutant,p-Xylene + m-Xylene,Nervous,2024,2024-01-01,2024-12-31,0.0159,mean ÷ screening level,0.36532,23.03127,7410.0,,0.84358,,,,,2026-08-11
Other Health Risks,Galena Park A1667 [53] [72] POC 6,48-201-0057,Harris,pollutant,p-Xylene + m-Xylene,Nervous,2025,2025-01-01,2025-12-31,0.0146,mean ÷ screening level,0.33719,23.03127,7144.0,,0.81553,,,,,2026-08-11
Other Health Risks,Galena Park A1667 [53] [72] POC 6,48-201-0057,Harris,pollutant,p-Xylene + m-Xylene,Nervous,2026 YTD,2026-01-01,2026-08-11,0.0146,mean ÷ screening level,0.3362,23.03127,4441.0,,0.82978,,,,,2026-08-11
Other Health Risks,Galena Park A1667 [53] [72] POC 6,48-201-0057,Harris,pollutant,p-Xylene + m-Xylene,Nervous,Aug 2026,2026-08-01,2026-08-31,0.0124,mean of weekly means ÷ screening level,0.28556,23.03127,151.0,1.0,0.89881,,,,,2026-08-11
Other Health Risks,Galena Park A1667 [53] [72] POC 6,48-201-0057,Harris,pollutant,p-Xylene + m-Xylene,Nervous,Last 365 Days,2025-08-11,2026-08-11,0.015,mean ÷ screening level,0.34521,23.03127,7248.0,,0.82514,,,,,2026-08-11
Other Health Risks,Galena Park A1667 [53] [72] POC 6,48-201-0057,Harris,total,Total,,2023,2023-01-01,2023-12-31,0.3656,sum of pollutant ratios,,,,,0.85274,,,,,2026-08-11
Other Health Risks,Galena Park A1667 [53] [72] POC 6,48-201-0057,Harris,total,Total,,2024,2024-01-01,2024-12-31,0.4047,sum of pollutant ratios,,,,,0.84164,,,,,2026-08-11
Other Health Risks,Galena Park A1667 [53] [72] POC 6,48-201-0057,Harris,total,Total,,2025,2025-01-01,2025-12-31,0.4741,sum of pollutant ratios,,,,,0.76119,,,,,2026-08-11
Other Health Risks,Galena Park A1667 [53] [72] POC 6,48-201-0057,Harris,total,Total,,2026 YTD,2026-01-01,2026-08-11,0.4035,sum of pollutant ratios,,,,,0.75897,,,,,2026-08-11
Other Health Risks,Galena Park A1667 [53] [72] POC 6,48-201-0057,Harris,total,Total,,Aug 2026,2026-08-01,2026-08-31,0.2617,sum of pollutant ratios,,,,,0.89881,,,,,2026-08-11
Other Health Risks,Galena Park A1667 [53] [72] POC 6,48-201-0057,Harris,total,Total,,Last 365 Days,2025-08-11,2026-08-11,0.456,sum of pollutant ratios,,,,,0.73281,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Ability to have children,Reproductive,2023,2023-01-01,2023-12-31,1.306,sum of pollutant ratios,,,,,0.73733,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Ability to have children,Reproductive,2024,2024-01-01,2024-12-31,1.7698,sum of pollutant ratios,,,,,0.73725,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Ability to have children,Reproductive,2025,2025-01-01,2025-12-31,1.0289,sum of pollutant ratios,,,,,0.72728,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Ability to have children,Reproductive,2026 YTD,2026-01-01,2026-08-11,0.9065,sum of pollutant ratios,,,,,0.84772,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Ability to have children,Reproductive,Aug 2026,2026-08-01,2026-08-31,0.5963,sum of pollutant ratios,,,,,0.89881,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Ability to have children,Reproductive,Last 365 Days,2025-08-11,2026-08-11,0.9887,sum of pollutant ratios,,,,,0.73008,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Blood,Hematological,2023,2023-01-01,2023-12-31,0.01,sum of pollutant ratios,,,,,0.73733,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Blood,Hematological,2024,2024-01-01,2024-12-31,0.0111,sum of pollutant ratios,,,,,0.73714,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Blood,Hematological,2025,2025-01-01,2025-12-31,0.0105,sum of pollutant ratios,,,,,0.72306,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Blood,Hematological,2026 YTD,2026-01-01,2026-08-11,0.0123,sum of pollutant ratios,,,,,0.83146,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Blood,Hematological,Aug 2026,2026-08-01,2026-08-31,0.0124,sum of pollutant ratios,,,,,0.89881,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Blood,Hematological,Last 365 Days,2025-08-11,2026-08-11,0.0129,sum of pollutant ratios,,,,,0.71596,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Brain and nervous system,Nervous,2023,2023-01-01,2023-12-31,0.0224,sum of pollutant ratios,,,,,0.73733,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Brain and nervous system,Nervous,2024,2024-01-01,2024-12-31,0.0252,sum of pollutant ratios,,,,,0.73714,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Brain and nervous system,Nervous,2025,2025-01-01,2025-12-31,0.0243,sum of pollutant ratios,,,,,0.72306,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Brain and nervous system,Nervous,2026 YTD,2026-01-01,2026-08-11,0.0244,sum of pollutant ratios,,,,,0.83146,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Brain and nervous system,Nervous,Aug 2026,2026-08-01,2026-08-31,0.0204,sum of pollutant ratios,,,,,0.89881,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Brain and nervous system,Nervous,Last 365 Days,2025-08-11,2026-08-11,0.0279,sum of pollutant ratios,,,,,0.71596,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Growth and development (children's),Developmental,2023,2023-01-01,2023-12-31,0.0051,sum of pollutant ratios,,,,,0.73733,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Growth and development (children's),Developmental,2024,2024-01-01,2024-12-31,0.0069,sum of pollutant ratios,,,,,0.73714,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Growth and development (children's),Developmental,2025,2025-01-01,2025-12-31,0.0069,sum of pollutant ratios,,,,,0.72306,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Growth and development (children's),Developmental,2026 YTD,2026-01-01,2026-08-11,0.009,sum of pollutant ratios,,,,,0.83146,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Growth and development (children's),Developmental,Aug 2026,2026-08-01,2026-08-31,0.0076,sum of pollutant ratios,,,,,0.89881,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Growth and development (children's),Developmental,Last 365 Days,2025-08-11,2026-08-11,0.0092,sum of pollutant ratios,,,,,0.71596,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Hormone system,Endocrine,2023,2023-01-01,2023-12-31,0.0001,sum of pollutant ratios,,,,,0.73733,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Hormone system,Endocrine,2024,2024-01-01,2024-12-31,0.0001,sum of pollutant ratios,,,,,0.73725,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Hormone system,Endocrine,2025,2025-01-01,2025-12-31,0.0001,sum of pollutant ratios,,,,,0.72728,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Hormone system,Endocrine,2026 YTD,2026-01-01,2026-08-11,0.0,sum of pollutant ratios,,,,,0.84772,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Hormone system,Endocrine,Aug 2026,2026-08-01,2026-08-31,0.0,sum of pollutant ratios,,,,,0.89881,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Hormone system,Endocrine,Last 365 Days,2025-08-11,2026-08-11,0.0001,sum of pollutant ratios,,,,,0.73008,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Immune system,Immune,2023,2023-01-01,2023-12-31,0.0232,sum of pollutant ratios,,,,,0.73733,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Immune system,Immune,2024,2024-01-01,2024-12-31,0.0295,sum of pollutant ratios,,,,,0.73725,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Immune system,Immune,2025,2025-01-01,2025-12-31,0.0256,sum of pollutant ratios,,,,,0.72728,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Immune system,Immune,2026 YTD,2026-01-01,2026-08-11,0.0186,sum of pollutant ratios,,,,,0.84772,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Immune system,Immune,Aug 2026,2026-08-01,2026-08-31,0.0101,sum of pollutant ratios,,,,,0.89881,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Immune system,Immune,Last 365 Days,2025-08-11,2026-08-11,0.0253,sum of pollutant ratios,,,,,0.73008,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Kidneys and urinary system,Urinary,2023,2023-01-01,2023-12-31,0.0008,sum of pollutant ratios,,,,,0.73733,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Kidneys and urinary system,Urinary,2024,2024-01-01,2024-12-31,0.0008,sum of pollutant ratios,,,,,0.73725,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Kidneys and urinary system,Urinary,2025,2025-01-01,2025-12-31,0.0008,sum of pollutant ratios,,,,,0.72728,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Kidneys and urinary system,Urinary,2026 YTD,2026-01-01,2026-08-11,0.0007,sum of pollutant ratios,,,,,0.84772,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Kidneys and urinary system,Urinary,Aug 2026,2026-08-01,2026-08-31,0.0004,sum of pollutant ratios,,,,,0.89881,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Kidneys and urinary system,Urinary,Last 365 Days,2025-08-11,2026-08-11,0.0009,sum of pollutant ratios,,,,,0.73008,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Liver,Hepatic,2023,2023-01-01,2023-12-31,0.0018,sum of pollutant ratios,,,,,0.73733,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Liver,Hepatic,2024,2024-01-01,2024-12-31,0.0018,sum of pollutant ratios,,,,,0.73725,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Liver,Hepatic,2025,2025-01-01,2025-12-31,0.0022,sum of pollutant ratios,,,,,0.72728,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Liver,Hepatic,2026 YTD,2026-01-01,2026-08-11,0.0019,sum of pollutant ratios,,,,,0.84772,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Liver,Hepatic,Aug 2026,2026-08-01,2026-08-31,0.0016,sum of pollutant ratios,,,,,0.89881,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Liver,Hepatic,Last 365 Days,2025-08-11,2026-08-11,0.0022,sum of pollutant ratios,,,,,0.73008,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Lungs & breathing,Respiratory,2023,2023-01-01,2023-12-31,0.0086,sum of pollutant ratios,,,,,0.73733,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Lungs & breathing,Respiratory,2024,2024-01-01,2024-12-31,0.0096,sum of pollutant ratios,,,,,0.73714,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Lungs & breathing,Respiratory,2025,2025-01-01,2025-12-31,0.0087,sum of pollutant ratios,,,,,0.72306,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Lungs & breathing,Respiratory,2026 YTD,2026-01-01,2026-08-11,0.0109,sum of pollutant ratios,,,,,0.83146,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Lungs & breathing,Respiratory,Aug 2026,2026-08-01,2026-08-31,0.011,sum of pollutant ratios,,,,,0.89881,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,health_effect_total,Lungs & breathing,Respiratory,Last 365 Days,2025-08-11,2026-08-11,0.0112,sum of pollutant ratios,,,,,0.71596,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,"1,2,3-Trimethylbenzene","Hematological, Nervous, Respiratory",2023,2023-01-01,2023-12-31,0.005,mean ÷ screening level,0.06411,12.81596,6459.0,,0.73733,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,"1,2,3-Trimethylbenzene","Hematological, Nervous, Respiratory",2024,2024-01-01,2024-12-31,0.004,mean ÷ screening level,0.05165,12.81596,6476.0,,0.73725,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,"1,2,3-Trimethylbenzene","Hematological, Nervous, Respiratory",2025,2025-01-01,2025-12-31,0.0033,mean ÷ screening level,0.04231,12.81596,6371.0,,0.72728,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,"1,2,3-Trimethylbenzene","Hematological, Nervous, Respiratory",2026 YTD,2026-01-01,2026-08-11,0.003,mean ÷ screening level,0.03857,12.81596,4453.0,,0.83203,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,"1,2,3-Trimethylbenzene","Hematological, Nervous, Respiratory",Aug 2026,2026-08-01,2026-08-31,0.0041,mean of weekly means ÷ screening level,0.05305,12.81596,453.0,3.0,0.89881,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,"1,2,3-Trimethylbenzene","Hematological, Nervous, Respiratory",Last 365 Days,2025-08-11,2026-08-11,0.0036,mean ÷ screening level,0.04644,12.81596,6329.0,,0.72051,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,"1,2,4-Trimethylbenzene","Hematological, Nervous, Developmental, Respiratory",2023,2023-01-01,2023-12-31,0.0036,mean ÷ screening level,0.04579,12.81596,6459.0,,0.73733,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,"1,2,4-Trimethylbenzene","Hematological, Nervous, Developmental, Respiratory",2024,2024-01-01,2024-12-31,0.0056,mean ÷ screening level,0.07136,12.81596,6475.0,,0.73714,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,"1,2,4-Trimethylbenzene","Hematological, Nervous, Developmental, Respiratory",2025,2025-01-01,2025-12-31,0.0054,mean ÷ screening level,0.0689,12.81596,6334.0,,0.72306,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,"1,2,4-Trimethylbenzene","Hematological, Nervous, Developmental, Respiratory",2026 YTD,2026-01-01,2026-08-11,0.0079,mean ÷ screening level,0.10067,12.81596,4450.0,,0.83146,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,"1,2,4-Trimethylbenzene","Hematological, Nervous, Developmental, Respiratory",Aug 2026,2026-08-01,2026-08-31,0.0069,mean of weekly means ÷ screening level,0.08848,12.81596,604.0,4.0,0.89881,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,"1,2,4-Trimethylbenzene","Hematological, Nervous, Developmental, Respiratory",Last 365 Days,2025-08-11,2026-08-11,0.0076,mean ÷ screening level,0.09705,12.81596,6289.0,,0.71596,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,"1,3,5-Trimethylbenzene","Developmental, Nervous",2023,2023-01-01,2023-12-31,0.0011,mean ÷ screening level,0.01412,12.81596,6459.0,,0.73733,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,"1,3,5-Trimethylbenzene","Developmental, Nervous",2024,2024-01-01,2024-12-31,0.001,mean ÷ screening level,0.01225,12.81596,6476.0,,0.73725,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,"1,3,5-Trimethylbenzene","Developmental, Nervous",2025,2025-01-01,2025-12-31,0.0011,mean ÷ screening level,0.01399,12.81596,6371.0,,0.72728,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,"1,3,5-Trimethylbenzene","Developmental, Nervous",2026 YTD,2026-01-01,2026-08-11,0.0007,mean ÷ screening level,0.00875,12.81596,4453.0,,0.83203,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,"1,3,5-Trimethylbenzene","Developmental, Nervous",Aug 2026,2026-08-01,2026-08-31,0.0004,mean of weekly means ÷ screening level,0.0047,12.81596,302.0,2.0,0.89881,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,"1,3,5-Trimethylbenzene","Developmental, Nervous",Last 365 Days,2025-08-11,2026-08-11,0.0011,mean ÷ screening level,0.01381,12.81596,6329.0,,0.72051,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,"1,3-Butadiene",Reproductive,2023,2023-01-01,2023-12-31,1.306,mean ÷ screening level,1.2397,0.94925,6459.0,,0.73733,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,"1,3-Butadiene",Reproductive,2024,2024-01-01,2024-12-31,1.7698,mean ÷ screening level,1.68001,0.94925,6476.0,,0.73725,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,"1,3-Butadiene",Reproductive,2025,2025-01-01,2025-12-31,1.0289,mean ÷ screening level,0.97669,0.94925,6371.0,,0.72728,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,"1,3-Butadiene",Reproductive,2026 YTD,2026-01-01,2026-08-11,0.9065,mean ÷ screening level,0.86051,0.94925,4537.0,,0.84772,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,"1,3-Butadiene",Reproductive,Aug 2026,2026-08-01,2026-08-31,0.5963,mean of weekly means ÷ screening level,0.56603,0.94925,151.0,1.0,0.89881,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,"1,3-Butadiene",Reproductive,Last 365 Days,2025-08-11,2026-08-11,0.9887,mean ÷ screening level,0.93849,0.94925,6413.0,,0.73008,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,Benzene,Immune,2023,2023-01-01,2023-12-31,0.0232,mean ÷ screening level,0.22521,9.70362,6459.0,,0.73733,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,Benzene,Immune,2024,2024-01-01,2024-12-31,0.0295,mean ÷ screening level,0.28658,9.70362,6476.0,,0.73725,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,Benzene,Immune,2025,2025-01-01,2025-12-31,0.0256,mean ÷ screening level,0.24844,9.70362,6371.0,,0.72728,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,Benzene,Immune,2026 YTD,2026-01-01,2026-08-11,0.0186,mean ÷ screening level,0.18089,9.70362,4537.0,,0.84772,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,Benzene,Immune,Aug 2026,2026-08-01,2026-08-31,0.0101,mean of weekly means ÷ screening level,0.09815,9.70362,151.0,1.0,0.89881,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,Benzene,Immune,Last 365 Days,2025-08-11,2026-08-11,0.0253,mean ÷ screening level,0.24537,9.70362,6413.0,,0.73008,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,Cyclohexane,Developmental,2023,2023-01-01,2023-12-31,0.0001,mean ÷ screening level,0.14231,1830.26,6459.0,,0.73733,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,Cyclohexane,Developmental,2024,2024-01-01,2024-12-31,0.0001,mean ÷ screening level,0.16378,1830.26,6476.0,,0.73725,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,Cyclohexane,Developmental,2025,2025-01-01,2025-12-31,0.0001,mean ÷ screening level,0.1735,1830.26,6371.0,,0.72728,*,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,Cyclohexane,Developmental,2026 YTD,2026-01-01,2026-08-11,0.0001,mean ÷ screening level,0.11198,1830.26,4537.0,,0.84772,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,Cyclohexane,Developmental,Aug 2026,2026-08-01,2026-08-31,0.0,mean of weekly means ÷ screening level,0.05894,1830.26,151.0,1.0,0.89881,,,,,2026-08-11
Other Health Risks,Houston Milby Park A169 [K] POC 2,48-201-0069,Harris,pollutant,Cyclohexane,Developmental,Last 365 Days,2025-08-11,2026-08-11,0.0001,mean ÷ screening level,0.17213,1830.26,6413.0,,0.73008,*,,,,2026-08-11
